Id;Label;Timestamp;Count;Time_count
739;cellular assembly;<[2020,]>;1;<[2020,1]>
740;smart scheduling;<[2020,]>;1;<[2020,1]>
741;smart dust;<[2020,]>;1;<[2020,1]>
742;industrial economic sector;<[2020,]>;1;<[2020,1]>
743;application;<[2020,]>;1;<[2020,1]>
744;case study research;<[2020,]>;1;<[2020,1]>
745;social lifecycle sustainability assessment;<[2020,]>;1;<[2020,1]>
746;structured literature review;<[2020,]>;1;<[2020,1]>
747;social lifecycle assessment framework integration into PLM system;<[2020,]>;1;<[2020,1]>
748;social lifecycle assessment framework;<[2020,]>;1;<[2020,1]>
749;concept evaluation;<[2020,]>;1;<[2020,1]>
750;balanced scorecard;<[2020,]>;1;<[2020,1]>
751;DEMATEL;<[2020,2021,]>;2;<[2020,1][2021,1]>
752;gaze following;<[2020,]>;1;<[2020,1]>
753;gaze direction;<[2020,]>;1;<[2020,1]>
754;artificial neural network;<[2020,2021,2010,2015,]>;4;<[2020,1][2021,1][2010,1][2015,1]>
755;maturity;<[2020,2013,2015,]>;4;<[2020,1][2013,2][2015,1]>
756;model;<[2020,2007,]>;2;<[2020,1][2007,1]>
757;product;<[2020,]>;1;<[2020,1]>
758;alignment;<[2020,2007,]>;2;<[2020,1][2007,1]>
759;matching;<[2020,]>;1;<[2020,1]>
760;heterogeneous;<[2020,]>;1;<[2020,1]>
761;circular economy;<[2020,2023,]>;4;<[2020,2][2023,2]>
762;decision making process;<[2020,]>;1;<[2020,1]>
763;data driven design;<[2020,]>;1;<[2020,1]>
764;smart product service system;<[2020,2023,]>;2;<[2020,1][2023,1]>
765;process flexibility;<[2020,]>;1;<[2020,1]>
766;semantic heterogeneity;<[2020,]>;1;<[2020,1]>
767;dynamic system reconfiguration;<[2020,]>;1;<[2020,1]>
768;enterprise resource planning;<[2020,2007,2009,2010,]>;6;<[2020,2][2007,2][2009,1][2010,1]>
769;;<[2020,]>;1;<[2020,1]>
770;factory communication;<[2020,]>;1;<[2020,1]>
771;wireless;<[2020,]>;1;<[2020,1]>
772;testbed design;<[2020,]>;1;<[2020,1]>
773;end to end;<[2020,]>;1;<[2020,1]>
774;engineering information technology;<[2020,]>;1;<[2020,1]>
775;change;<[2020,]>;1;<[2020,1]>
776;capability analysis;<[2020,]>;1;<[2020,1]>
777;benchmark;<[2020,2005,2015,]>;4;<[2020,2][2005,1][2015,1]>
778;knowledge graph;<[2020,]>;1;<[2020,1]>
779;design review;<[2020,2023,]>;2;<[2020,1][2023,1]>
780;RAMI 4.0;<[2020,]>;1;<[2020,1]>
781;data package;<[2020,]>;1;<[2020,1]>
782;group clustering;<[2020,]>;1;<[2020,1]>
783;startup;<[2020,]>;1;<[2020,1]>
784;startup lifecycle;<[2020,]>;1;<[2020,1]>
785;innovation ecosystems;<[2020,]>;1;<[2020,1]>
786;model based system engineering ;<[2020,2021,2023,]>;4;<[2020,2][2021,1][2023,1]>
787;data flow;<[2020,]>;1;<[2020,1]>
788;application lifecycle management;<[2020,2012,2015,]>;3;<[2020,1][2012,1][2015,1]>
789;exchange;<[2020,2013,]>;2;<[2020,1][2013,1]>
790;synchronization;<[2020,2007,2008,]>;3;<[2020,1][2007,1][2008,1]>
791;disparate systems;<[2020,]>;1;<[2020,1]>
792;continuous engineering;<[2020,]>;1;<[2020,1]>
793;connected automation;<[2020,]>;1;<[2020,1]>
794;lean lifecycle management;<[2020,]>;1;<[2020,1]>
795;lean lifecycle integration;<[2020,]>;1;<[2020,1]>
796;fashion;<[2020,2021,2010,]>;3;<[2020,1][2021,1][2010,1]>
797;functionality;<[2020,]>;1;<[2020,1]>
798;workfloor;<[2020,]>;1;<[2020,1]>
799;technology acceptance model;<[2020,]>;1;<[2020,1]>
800;dashboard;<[2020,2007,]>;2;<[2020,1][2007,1]>
801;partial least squares;<[2020,]>;1;<[2020,1]>
802;integration manufacturing;<[2020,]>;1;<[2020,1]>
803;industrial resource ontology;<[2020,]>;1;<[2020,1]>
804;assembly line design;<[2020,]>;1;<[2020,1]>
805;knowledge based system;<[2020,2021,2007,]>;3;<[2020,1][2021,1][2007,1]>
806;obsolescence;<[2020,2021,]>;2;<[2020,1][2021,1]>
807;obsolescence management;<[2020,]>;1;<[2020,1]>
808;automotive;<[2020,2013,2015,]>;3;<[2020,1][2013,1][2015,1]>
809;quality control;<[2020,]>;1;<[2020,1]>
810;lean philosophy;<[2020,]>;1;<[2020,1]>
811;model based enterprise;<[2020,2021,2012,]>;3;<[2020,1][2021,1][2012,1]>
812;model based engineering;<[2020,2012,]>;3;<[2020,1][2012,2]>
813;manufacturing ecosystem;<[2020,]>;1;<[2020,1]>
814;product manufacturing information;<[2020,]>;1;<[2020,1]>
815;free text analysis;<[2020,]>;1;<[2020,1]>
816;semantic analysis;<[2020,]>;1;<[2020,1]>
817;mechatronic products development;<[2020,]>;1;<[2020,1]>
818;hybrid approach;<[2020,]>;1;<[2020,1]>
819;agile approach;<[2020,]>;1;<[2020,1]>
820;SCRUM;<[2020,]>;1;<[2020,1]>
821;V MODEL;<[2020,]>;1;<[2020,1]>
822;design for six sigma methods;<[2020,]>;1;<[2020,1]>
823;reference model for product development;<[2020,]>;1;<[2020,1]>
824;design for six sigma;<[2020,]>;1;<[2020,1]>
825;product development and manufacturing process;<[2020,]>;1;<[2020,1]>
826;information technology benefits management;<[2020,]>;1;<[2020,1]>
827;building information management benefits;<[2020,]>;1;<[2020,1]>
828;risk factors;<[2020,]>;1;<[2020,1]>
829;monte carlo simulation;<[2020,]>;1;<[2020,1]>
830;circular design;<[2020,]>;1;<[2020,1]>
831;OST;<[2020,]>;1;<[2020,1]>
832;HSR;<[2020,]>;1;<[2020,1]>
833;digital transformation;<[2020,2021,2023,]>;3;<[2020,1][2021,1][2023,1]>
834;lifetime design;<[2021,]>;1;<[2021,1]>
835;hinge kit system;<[2021,]>;1;<[2021,1]>
836;fracture;<[2021,]>;1;<[2021,1]>
837;parametric accelerated life testing;<[2021,]>;1;<[2021,1]>
838;design defects;<[2021,]>;1;<[2021,1]>
839;large building stocks;<[2021,]>;1;<[2021,1]>
840;technical inheritance;<[2021,]>;1;<[2021,1]>
841;cost justification;<[2021,]>;1;<[2021,1]>
842;layout and visualization;<[2021,]>;1;<[2021,1]>
843;bill of materials management;<[2021,]>;1;<[2021,1]>
844;human robot collaboration;<[2021,]>;1;<[2021,1]>
845;lasercut sheet metal removal;<[2021,]>;1;<[2021,1]>
846;export process;<[2021,]>;1;<[2021,1]>
847;support for export;<[2021,]>;1;<[2021,1]>
848;blockchain technology;<[2021,]>;1;<[2021,1]>
849;digital supply chain;<[2021,]>;2;<[2021,2]>
850;viability;<[2021,]>;1;<[2021,1]>
851;resilience;<[2021,]>;3;<[2021,3]>
852;agility;<[2021,]>;1;<[2021,1]>
853;sequence planning;<[2021,]>;1;<[2021,1]>
854;material selection;<[2021,]>;1;<[2021,1]>
855;last mile vehicle;<[2021,]>;1;<[2021,1]>
856;resistance spot welding;<[2021,]>;1;<[2021,1]>
857;electrode wear prediction;<[2021,]>;1;<[2021,1]>
858;datavdriven prediction;<[2021,]>;1;<[2021,1]>
859;environmental awareness;<[2021,]>;1;<[2021,1]>
860;consumer attitude;<[2021,]>;1;<[2021,1]>
861;repurchase intention;<[2021,]>;1;<[2021,1]>
862;structural equation modeling;<[2021,]>;1;<[2021,1]>
863;nested model;<[2021,]>;1;<[2021,1]>
864;anomaly detection;<[2021,]>;1;<[2021,1]>
865;analytic hierarchy process;<[2021,2009,2008,]>;3;<[2021,1][2009,1][2008,1]>
866;multicriteria;<[2021,]>;1;<[2021,1]>
867;solar energy;<[2021,]>;1;<[2021,1]>
868;soil reuse;<[2021,]>;1;<[2021,1]>
869;quantum behaved particle swarm optimization;<[2021,]>;1;<[2021,1]>
870;business strategy;<[2021,]>;1;<[2021,1]>
871;interpretive structural modeling;<[2021,]>;1;<[2021,1]>
872;MICMAC;<[2021,]>;1;<[2021,1]>
873;methodology;<[2021,2013,2007,2015,]>;4;<[2021,1][2013,1][2007,1][2015,1]>
874;textile;<[2021,]>;1;<[2021,1]>
875;kjnitted fabric;<[2021,]>;1;<[2021,1]>
876;enabling collaborative situation;<[2021,]>;1;<[2021,1]>
877;human machine interaction;<[2021,2023,]>;2;<[2021,1][2023,1]>
878;automotive industry;<[2021,2005,]>;2;<[2021,1][2005,1]>
879;governance;<[2021,]>;1;<[2021,1]>
880;production chain;<[2021,]>;1;<[2021,1]>
881;TOYOTA KATA;<[2021,2023,]>;4;<[2021,3][2023,1]>
882;requirement engineering;<[2021,2010,2012,]>;3;<[2021,1][2010,1][2012,1]>
883;asset management;<[2021,2009,2008,2014,2015,]>;5;<[2021,1][2009,1][2008,1][2014,1][2015,1]>
884;rail infrastructure;<[2021,]>;1;<[2021,1]>
885;software engineering;<[2021,2010,]>;2;<[2021,1][2010,1]>
886;green information technology;<[2021,]>;1;<[2021,1]>
887;software product management;<[2021,]>;1;<[2021,1]>
888;social responsibility;<[2021,2007,]>;2;<[2021,1][2007,1]>
889;user experience;<[2021,2023,2013,2010,]>;7;<[2021,2][2023,2][2013,2][2010,1]>
890;human computer interaction;<[2021,]>;1;<[2021,1]>
891;human PLM interaction;<[2021,]>;1;<[2021,1]>
892;human centricity;<[2021,]>;1;<[2021,1]>
893;cost model;<[2021,]>;1;<[2021,1]>
894;cost driver;<[2021,]>;1;<[2021,1]>
895;activity based costing;<[2021,]>;1;<[2021,1]>
896;capital constraints;<[2021,]>;1;<[2021,1]>
897;supply chain financing;<[2021,]>;1;<[2021,1]>
898;residual value;<[2021,]>;1;<[2021,1]>
899;buyback policy;<[2021,]>;1;<[2021,1]>
900;COVID-19;<[2021,]>;2;<[2021,2]>
901;material flow cost allocation;<[2021,]>;1;<[2021,1]>
902;production management;<[2021,]>;1;<[2021,1]>
903;production engineering;<[2021,]>;1;<[2021,1]>
904;society 5.0;<[2021,]>;1;<[2021,1]>
905;industry 5.0;<[2021,2023,]>;2;<[2021,1][2023,1]>
906;human;<[2021,]>;1;<[2021,1]>
907;technology;<[2021,2023,]>;3;<[2021,1][2023,2]>
908;risk management;<[2021,2012,]>;2;<[2021,1][2012,1]>
909;risk mitigation;<[2021,]>;1;<[2021,1]>
910;automated decision making;<[2021,]>;1;<[2021,1]>
911;autonomous systems;<[2021,]>;1;<[2021,1]>
912;smart product engineering;<[2021,2023,]>;2;<[2021,1][2023,1]>
913;collaborative smart product and service engineering;<[2021,]>;1;<[2021,1]>
914;engineering 4.0 lab;<[2021,]>;1;<[2021,1]>
915;wireless sensor network;<[2021,]>;1;<[2021,1]>
916;self adaptability;<[2021,]>;1;<[2021,1]>
917;BERT;<[2021,]>;1;<[2021,1]>
918;natural language processing;<[2021,2023,2015,]>;3;<[2021,1][2023,1][2015,1]>
919;non ownership business model;<[2021,]>;1;<[2021,1]>
920;transparency;<[2021,]>;1;<[2021,1]>
921;HYPERLEDGER fabric;<[2021,]>;2;<[2021,2]>
922;redlining;<[2021,]>;1;<[2021,1]>
923;lean accounting;<[2021,]>;1;<[2021,1]>
924;lean production;<[2021,]>;1;<[2021,1]>
925;value stream mapping;<[2021,]>;1;<[2021,1]>
926;failure mode and effect analysis;<[2021,]>;1;<[2021,1]>
927;strategic alignment;<[2021,2005,]>;2;<[2021,1][2005,1]>
928;PMBOK;<[2021,2007,]>;2;<[2021,1][2007,1]>
929;semantic;<[2021,2009,2007,2011,]>;4;<[2021,1][2009,1][2007,1][2011,1]>
930;knowledge;<[2021,2023,2006,2014,2010,2015,]>;8;<[2021,1][2023,1][2006,1][2014,2][2010,2][2015,1]>
931;product design process;<[2021,]>;1;<[2021,1]>
932;design for 4D printing;<[2021,]>;1;<[2021,1]>
933;data mapping;<[2021,]>;1;<[2021,1]>
934;system integration;<[2021,2009,]>;2;<[2021,1][2009,1]>
935;risk;<[2021,2007,]>;2;<[2021,1][2007,1]>
936;manufacturing integration;<[2021,]>;1;<[2021,1]>
937;lean startup;<[2021,]>;1;<[2021,1]>
938;smart connected product system;<[2021,]>;1;<[2021,1]>
939;multi sided market;<[2021,]>;1;<[2021,1]>
940;archetype;<[2021,]>;1;<[2021,1]>
941;industrial sector;<[2021,]>;1;<[2021,1]>
942;piping system;<[2021,]>;1;<[2021,1]>
943;data center;<[2021,]>;1;<[2021,1]>
944;ensemble learning;<[2021,]>;1;<[2021,1]>
945;blending;<[2021,]>;1;<[2021,1]>
946;time series classification;<[2021,]>;1;<[2021,1]>
947;drinking water quality;<[2021,]>;1;<[2021,1]>
948;industrial waste;<[2021,]>;1;<[2021,1]>
949;ceramic material;<[2021,]>;1;<[2021,1]>
950;foundry sand;<[2021,]>;1;<[2021,1]>
951;glass beads blasting;<[2021,]>;1;<[2021,1]>
952;elderly;<[2021,]>;1;<[2021,1]>
953;taxonomy;<[2021,]>;2;<[2021,2]>
954;adapting products to elderly;<[2021,]>;1;<[2021,1]>
955;ODOO;<[2021,]>;1;<[2021,1]>
956;digital servitization;<[2021,]>;1;<[2021,1]>
957;machinery sector;<[2021,]>;1;<[2021,1]>
958;annotated 3D model;<[2021,]>;1;<[2021,1]>
959;3D annotation;<[2021,]>;1;<[2021,1]>
960;design step;<[2021,]>;1;<[2021,1]>
961;store price image;<[2021,]>;1;<[2021,1]>
962;retail features;<[2021,]>;1;<[2021,1]>
963;customer behavior;<[2021,]>;1;<[2021,1]>
964;webmetry;<[2021,]>;1;<[2021,1]>
965;3D printer;<[2021,]>;1;<[2021,1]>
966;teaching;<[2021,]>;1;<[2021,1]>
967;surrogate model;<[2021,]>;1;<[2021,1]>
968;ontology based engineering;<[2021,]>;1;<[2021,1]>
969;product risk management;<[2021,]>;1;<[2021,1]>
970;knowledge transfer;<[2021,2023,2007,]>;3;<[2021,1][2023,1][2007,1]>
971;higher education;<[2021,]>;1;<[2021,1]>
972;signature pedagogies;<[2021,]>;1;<[2021,1]>
973;change agents;<[2021,]>;1;<[2021,1]>
974;business model in services;<[2021,]>;1;<[2021,1]>
975;BMSA;<[2021,]>;1;<[2021,1]>
976;mechatronic product;<[2021,2023,2015,]>;3;<[2021,1][2023,1][2015,1]>
977;new product development project;<[2021,]>;1;<[2021,1]>
978;research trend;<[2021,]>;1;<[2021,1]>
979;timeline;<[2021,]>;1;<[2021,1]>
980;systematic review;<[2021,]>;1;<[2021,1]>
981;safety;<[2021,]>;1;<[2021,1]>
982;security;<[2021,2008,2009,]>;3;<[2021,1][2008,1][2009,1]>
983;threat;<[2021,]>;1;<[2021,1]>
984;remote education;<[2021,]>;1;<[2021,1]>
985;information integration;<[2021,]>;1;<[2021,1]>
986;workflow;<[2021,2012,]>;3;<[2021,1][2012,2]>
987;provenance;<[2021,2015,]>;2;<[2021,1][2015,1]>
988;digital smart factory;<[2021,]>;1;<[2021,1]>
989;start stop system;<[2021,]>;1;<[2021,1]>
990;fuel economy;<[2021,]>;1;<[2021,1]>
991;emissions;<[2021,]>;1;<[2021,1]>
992;hole detection;<[2021,]>;1;<[2021,1]>
993;mesh processing;<[2021,]>;1;<[2021,1]>
994;analytical evaluation of mechanical part;<[2021,]>;1;<[2021,1]>
995;system relationship;<[2021,]>;1;<[2021,1]>
996;****;<[2021,]>;1;<[2021,1]>
997;graph model;<[2021,]>;1;<[2021,1]>
998;mechanical process design;<[2021,]>;1;<[2021,1]>
999;digitalization of engineering;<[2021,]>;1;<[2021,1]>
1000;engineering 4.0;<[2021,]>;1;<[2021,1]>
1001;maturity level;<[2021,]>;1;<[2021,1]>
1002;MAF;<[2021,]>;1;<[2021,1]>
1003;surface;<[2021,]>;1;<[2021,1]>
1004;implants;<[2021,]>;1;<[2021,1]>
1005;model lifecycle management;<[2023,]>;1;<[2023,1]>
1006;manufacturing modelling;<[2023,]>;1;<[2023,1]>
1007;configuration system;<[2023,]>;1;<[2023,1]>
1008;configuration rule;<[2023,2013,2011,]>;3;<[2023,1][2013,1][2011,1]>
1009;data quality;<[2023,]>;1;<[2023,1]>
1010;neuronal network;<[2023,]>;1;<[2023,1]>
1011;NMR spectroscopy;<[2023,]>;1;<[2023,1]>
1012;heating ventilation and air conditioning diagram recognition;<[2023,]>;1;<[2023,1]>
1013;shared mobility services;<[2023,]>;1;<[2023,1]>
1014;embodied energy;<[2023,]>;1;<[2023,1]>
1015;volatile emission allocation;<[2023,]>;1;<[2023,1]>
1016;dynamic life cycle assessment;<[2023,]>;1;<[2023,1]>
1017;CO2 emissions;<[2023,]>;1;<[2023,1]>
1018;water use assessment;<[2023,]>;1;<[2023,1]>
1019;batik production process;<[2023,]>;1;<[2023,1]>
1020;nuclear system;<[2023,]>;1;<[2023,1]>
1021;body language;<[2023,]>;1;<[2023,1]>
1022;intent detection;<[2023,]>;1;<[2023,1]>
1023;flexible factories;<[2023,]>;1;<[2023,1]>
1024;technology development capabilities;<[2023,]>;1;<[2023,1]>
1025;lifecycle engineering;<[2023,2007,2008,]>;4;<[2023,1][2007,2][2008,1]>
1026;engineering graph;<[2023,]>;1;<[2023,1]>
1027;best practice;<[2023,2013,2015,]>;3;<[2023,1][2013,1][2015,1]>
1028;generative design;<[2023,]>;1;<[2023,1]>
1029;generative engineering;<[2023,]>;1;<[2023,1]>
1030;topology optimization;<[2023,]>;1;<[2023,1]>
1031;named entity recognition;<[2023,]>;1;<[2023,1]>
1032;dataset;<[2023,]>;1;<[2023,1]>
1033;legal domain;<[2023,]>;1;<[2023,1]>
1034;parameter optimization;<[2023,]>;1;<[2023,1]>
1035;laser welding;<[2023,]>;1;<[2023,1]>
1036;spatial organization;<[2023,]>;1;<[2023,1]>
1037;safety requirements;<[2023,]>;1;<[2023,1]>
1038;perception retrieval cognitive mechanism;<[2023,]>;1;<[2023,1]>
1039;crowd intelligence;<[2023,]>;1;<[2023,1]>
1040;data engineering;<[2023,]>;1;<[2023,1]>
1041;data storage technology;<[2023,]>;1;<[2023,1]>
1042;physical vapor deposition;<[2023,]>;1;<[2023,1]>
1043;glancing angle deposition;<[2023,]>;1;<[2023,1]>
1044;columns;<[2023,]>;1;<[2023,1]>
1045;mesh;<[2023,2012,]>;2;<[2023,1][2012,1]>
1046;business process management;<[2023,2007,2009,]>;3;<[2023,1][2007,1][2009,1]>
1047;human interaction;<[2023,]>;1;<[2023,1]>
1048;software design;<[2023,]>;1;<[2023,1]>
1049;asset administration shell;<[2023,]>;1;<[2023,1]>
1050;building information management integration;<[2023,]>;1;<[2023,1]>
1051;datapoint;<[2023,]>;1;<[2023,1]>
1052;heating ventilation and air conditioning;<[2023,]>;1;<[2023,1]>
1053;retrofit;<[2023,]>;1;<[2023,1]>
1054;classification;<[2023,]>;1;<[2023,1]>
1055;ecological transition;<[2023,]>;1;<[2023,1]>
1056;infrastructure lifecycle management;<[2023,]>;1;<[2023,1]>
1057;4th industrial revolution;<[2023,]>;1;<[2023,1]>
1058;systematic literature review;<[2023,]>;1;<[2023,1]>
1059;energy consumption management;<[2023,]>;1;<[2023,1]>
1060;production;<[2023,2012,2007,2010,2015,]>;6;<[2023,2][2012,1][2007,1][2010,1][2015,1]>
1061;supervision and reconfiguration of complex industrial systems;<[2023,]>;1;<[2023,1]>
1062;geometry;<[2023,]>;1;<[2023,1]>
1063;coherence;<[2023,]>;1;<[2023,1]>
1064;geometric change;<[2023,]>;1;<[2023,1]>
1065;tracking;<[2023,2007,]>;2;<[2023,1][2007,1]>
1066;human robot interaction;<[2023,]>;1;<[2023,1]>
1067;virtual human;<[2023,]>;1;<[2023,1]>
1068;digital human;<[2023,]>;1;<[2023,1]>
1069;immersive analytics;<[2023,]>;1;<[2023,1]>
1070;haptic feedback;<[2023,]>;1;<[2023,1]>
1071;force feedback;<[2023,]>;1;<[2023,1]>
1072;built environment;<[2023,]>;1;<[2023,1]>
1073;modular construction;<[2023,]>;1;<[2023,1]>
1074;global trends;<[2023,]>;1;<[2023,1]>
1075;real estate innovation;<[2023,]>;1;<[2023,1]>
1076;complex sociotechnical system;<[2023,]>;1;<[2023,1]>
1077;learning ecosystem;<[2023,]>;1;<[2023,1]>
1078;effective learning;<[2023,]>;1;<[2023,1]>
1079;knowledge gap;<[2023,]>;1;<[2023,1]>
1080;research and innovation project;<[2023,]>;1;<[2023,1]>
1081;luxury industry;<[2023,]>;1;<[2023,1]>
1082;university spinoff;<[2023,]>;1;<[2023,1]>
1083;disruptive innovation;<[2023,]>;1;<[2023,1]>
1084;science based enterprises;<[2023,]>;1;<[2023,1]>
1085;knowledge based enterprises;<[2023,]>;1;<[2023,1]>
1086;product innovation;<[2023,2008,]>;2;<[2023,1][2008,1]>
1087;system models;<[2023,]>;1;<[2023,1]>
1088;model signatures;<[2023,]>;1;<[2023,1]>
1089;metadata;<[2023,2007,2005,]>;3;<[2023,1][2007,1][2005,1]>
1090;model networks;<[2023,]>;1;<[2023,1]>
1091;technology readiness level;<[2023,2013,]>;2;<[2023,1][2013,1]>
1092;model based design;<[2023,]>;2;<[2023,2]>
1093;collaboration platform;<[2023,2013,]>;2;<[2023,1][2013,1]>
1094;digital innovation hub;<[2023,]>;1;<[2023,1]>
1095;mixed reality;<[2023,2015,]>;2;<[2023,1][2015,1]>
1096;computer numerical control;<[2023,]>;1;<[2023,1]>
1097;G CODE;<[2023,]>;1;<[2023,1]>
1098;operation management;<[2023,2009,]>;2;<[2023,1][2009,1]>
1099;digital engineering;<[2023,]>;1;<[2023,1]>
1100;cyber physical human system;<[2023,]>;1;<[2023,1]>
1101;product complexity;<[2023,2010,2015,]>;4;<[2023,1][2010,2][2015,1]>
1102;production system;<[2023,]>;1;<[2023,1]>
1103;telexistence;<[2023,]>;1;<[2023,1]>
1104;immersive interface;<[2023,]>;1;<[2023,1]>
1105;formulated product;<[2023,]>;1;<[2023,1]>
1106;cosmetic industry;<[2023,]>;1;<[2023,1]>
1107;fragrance industry;<[2023,]>;1;<[2023,1]>
1108;enterprise information system;<[2023,]>;1;<[2023,1]>
1109;grounding;<[2023,]>;1;<[2023,1]>
1110;benchmark problem;<[2023,]>;1;<[2023,1]>
1111;requirements coengineering;<[2023,]>;1;<[2023,1]>
1112;capability maturity;<[2023,2005,]>;2;<[2023,1][2005,1]>
1113;process;<[2023,2013,2005,2010,2012,2014,2007,]>;8;<[2023,1][2013,1][2005,2][2010,1][2012,1][2014,1][2007,1]>
1114;protocol;<[2023,]>;1;<[2023,1]>
1115;stage gate;<[2023,]>;1;<[2023,1]>
1116;computational design method;<[2023,]>;1;<[2023,1]>
1117;data provenance;<[2023,]>;1;<[2023,1]>
1118;data literacy;<[2023,]>;1;<[2023,1]>
1119;virtual product development;<[2023,]>;1;<[2023,1]>
1120;circular value chain;<[2023,]>;1;<[2023,1]>
1121;information sharing;<[2023,2010,]>;2;<[2023,1][2010,1]>
1122;automotive sector;<[2023,]>;1;<[2023,1]>
1123;shipbuilding industry;<[2023,]>;1;<[2023,1]>
1124;digital continuity;<[2023,]>;1;<[2023,1]>
1125;manufacturing bill of materials;<[2023,2011,]>;2;<[2023,1][2011,1]>
1126;engineering bill of materials;<[2023,2011,2008,]>;3;<[2023,1][2011,1][2008,1]>
1127;bill of process;<[2023,]>;1;<[2023,1]>
1128;aerospace & defence case study;<[2023,]>;1;<[2023,1]>
1129;roadmap;<[2023,]>;2;<[2023,2]>
1130;data analytics capabilities;<[2023,]>;1;<[2023,1]>
1131;equipment manufacturing;<[2023,]>;1;<[2023,1]>
1132;remote monitoring;<[2023,]>;1;<[2023,1]>
1133;holistic view;<[2023,]>;1;<[2023,1]>
1134;metro map;<[2023,]>;1;<[2023,1]>
1135;software part;<[2023,]>;1;<[2023,1]>
1136;software part classification;<[2023,]>;1;<[2023,1]>
1137;classification framework;<[2023,]>;1;<[2023,1]>
1138;software classification standard;<[2023,]>;1;<[2023,1]>
1139;classification for application lifecycle management;<[2023,]>;1;<[2023,1]>
1140;aerospace industry;<[2023,]>;1;<[2023,1]>
1141;digital technology;<[2023,]>;1;<[2023,1]>
1142;lean management;<[2023,]>;1;<[2023,1]>
1143;lean tools;<[2023,]>;1;<[2023,1]>
1144;integrated lean;<[2023,]>;1;<[2023,1]>
1145;problem analysis;<[2023,]>;1;<[2023,1]>
1146;process improvement;<[2023,2011,]>;2;<[2023,1][2011,1]>
1147;structured bibliographic research;<[2023,]>;1;<[2023,1]>
1148;SWOT analysis;<[2023,]>;1;<[2023,1]>
1149;positive emotions;<[2023,]>;1;<[2023,1]>
1150;responsible consumption;<[2023,]>;1;<[2023,1]>
1151;emotional experience;<[2023,]>;1;<[2023,1]>
1152;product service ecosystems;<[2023,]>;1;<[2023,1]>
1153;zero defect manufacturing;<[2023,]>;1;<[2023,1]>
1154;assembly line;<[2023,2005,]>;2;<[2023,1][2005,1]>
1155;knowledge exchange;<[2023,]>;1;<[2023,1]>
1156;open innovation;<[2023,2010,]>;2;<[2023,1][2010,1]>
1157;formal systems;<[2023,]>;1;<[2023,1]>
1158;data reasoning;<[2023,]>;1;<[2023,1]>
1159;hybrid intelligence;<[2023,]>;1;<[2023,1]>
1160;human systems integration;<[2023,]>;1;<[2023,1]>
1161;TRIZ;<[2023,]>;1;<[2023,1]>
1162;customized matrix;<[2023,]>;1;<[2023,1]>
1163;design building;<[2023,]>;1;<[2023,1]>
1164;work planning;<[2023,]>;1;<[2023,1]>
1165;enterprise information technology;<[2023,]>;1;<[2023,1]>
1166;data warehouse;<[2006,]>;2;<[2006,2]>
1167;neutral model;<[2006,]>;1;<[2006,1]>
1168;nuclear power plant;<[2006,]>;1;<[2006,1]>
1169;lifecycle design;<[2006,2013,]>;2;<[2006,1][2013,1]>
1170;design for environment;<[2006,2007,]>;2;<[2006,1][2007,1]>
1171;environmental impact assessment;<[2006,2008,2007,2009,]>;4;<[2006,1][2008,1][2007,1][2009,1]>
1172;lifecycle thinking;<[2006,2011,2013,]>;3;<[2006,1][2011,1][2013,1]>
1173;coupling;<[2006,]>;1;<[2006,1]>
1174;product architecture;<[2006,2007,2005,]>;4;<[2006,1][2007,2][2005,1]>
1175;product platform;<[2006,2015,]>;2;<[2006,1][2015,1]>
1176;production planning;<[2006,]>;1;<[2006,1]>
1177;claim;<[2006,]>;1;<[2006,1]>
1178;warranty management;<[2006,]>;1;<[2006,1]>
1179;document delivery process;<[2006,]>;1;<[2006,1]>
1180;electronic product documentation;<[2006,]>;1;<[2006,1]>
1181;biomedical imaging;<[2013,2014,]>;2;<[2013,1][2014,1]>
1182;neuroscience;<[2013,]>;1;<[2013,1]>
1183;open standard;<[2006,]>;1;<[2006,1]>
1184;product realization;<[2006,2008,]>;2;<[2006,1][2008,1]>
1185;customer relationship management;<[2006,2007,]>;2;<[2006,1][2007,1]>
1186;relationship;<[2006,]>;1;<[2006,1]>
1187;support;<[2006,]>;1;<[2006,1]>
1188;vehicle;<[2006,]>;1;<[2006,1]>
1189;vehicule relationship management;<[2006,]>;1;<[2006,1]>
1190;document structure;<[2006,]>;1;<[2006,1]>
1191;interactive technical publication;<[2006,]>;1;<[2006,1]>
1192;integrated model;<[2006,2005,]>;2;<[2006,1][2005,1]>
1193;notification;<[2006,]>;1;<[2006,1]>
1194;product process organization model;<[2006,2005,]>;2;<[2006,1][2005,1]>
1195;knowledge engineering;<[2011,2014,]>;2;<[2011,1][2014,1]>
1196;project memory;<[2011,]>;1;<[2011,1]>
1197;integrated engineering;<[2006,]>;1;<[2006,1]>
1198;simulation lifecycle management;<[2006,2015,]>;2;<[2006,1][2015,1]>
1199;electronic manufacturing;<[2006,]>;1;<[2006,1]>
1200;data semantic;<[2006,2012,]>;2;<[2006,1][2012,1]>
1201;heterogeneous information sharing;<[2006,]>;1;<[2006,1]>
1202;product lifecycle application;<[2006,]>;1;<[2006,1]>
1203;collaborative and simultaneous product development;<[2007,]>;1;<[2007,1]>
1204;collaborative product lifecycle management;<[2007,]>;2;<[2007,2]>
