Source;Target;Type;Weight
225;157;Undirected;1
225;141;Undirected;1
225;35;Undirected;1
225;305;Undirected;1
157;35;Undirected;1
157;305;Undirected;1
141;35;Undirected;1
141;2;Undirected;1
141;305;Undirected;1
35;305;Undirected;1
2;305;Undirected;1
91;211;Undirected;1
91;51;Undirected;1
245;277;Undirected;1
245;111;Undirected;1
245;315;Undirected;3
277;111;Undirected;1
277;315;Undirected;3
67;111;Undirected;1
67;315;Undirected;3
111;315;Undirected;3
315;315;Undirected;3
43;159;Undirected;1
43;2;Undirected;1
157;273;Undirected;1
273;123;Undirected;1
1;127;Undirected;1
127;247;Undirected;1
243;251;Undirected;1
243;269;Undirected;1
251;269;Undirected;1
127;115;Undirected;1
9;175;Undirected;1
329;57;Undirected;1
329;319;Undirected;2
329;111;Undirected;1
319;111;Undirected;2
57;289;Undirected;1
183;289;Undirected;1
36;195;Undirected;1
36;2;Undirected;1
36;30;Undirected;1
195;30;Undirected;1
57;129;Undirected;1
183;129;Undirected;1
63;57;Undirected;1
193;181;Undirected;2
343;337;Undirected;1
343;139;Undirected;1
343;145;Undirected;1
209;63;Undirected;1
209;95;Undirected;1
63;95;Undirected;1
56;327;Undirected;1
65;145;Undirected;1
65;305;Undirected;1
145;305;Undirected;1
9;24;Undirected;1
139;24;Undirected;1
2;104;Undirected;1
104;24;Undirected;1
93;233;Undirected;1
93;9;Undirected;1
233;9;Undirected;1
165;113;Undirected;1
165;209;Undirected;1
113;209;Undirected;1
261;261;Undirected;1
261;137;Undirected;2
261;139;Undirected;4
137;139;Undirected;2
303;179;Undirected;1
5;151;Undirected;1
227;75;Undirected;1
227;13;Undirected;1
227;177;Undirected;1
75;13;Undirected;1
75;177;Undirected;1
13;177;Undirected;1
151;81;Undirected;1
38;81;Undirected;1
20;29;Undirected;1
153;62;Undirected;1
153;38;Undirected;1
153;66;Undirected;1
153;247;Undirected;1
153;189;Undirected;1
62;38;Undirected;1
62;66;Undirected;1
62;189;Undirected;1
38;189;Undirected;1
66;189;Undirected;1
247;189;Undirected;1
347;303;Undirected;1
347;59;Undirected;1
303;59;Undirected;1
217;293;Undirected;1
271;159;Undirected;1
159;241;Undirected;1
111;241;Undirected;1
60;89;Undirected;1
229;203;Undirected;1
313;307;Undirected;1
313;16;Undirected;1
313;100;Undirected;1
307;16;Undirected;1
111;133;Undirected;1
57;133;Undirected;1
16;179;Undirected;1
16;177;Undirected;1
179;177;Undirected;1
18;49;Undirected;1
49;133;Undirected;1
157;271;Undirected;1
113;233;Undirected;1
113;159;Undirected;1
113;355;Undirected;1
113;177;Undirected;1
233;159;Undirected;1
233;355;Undirected;1
233;177;Undirected;1
159;355;Undirected;1
355;177;Undirected;1
331;82;Undirected;1
333;19;Undirected;1
43;289;Undirected;1
51;343;Undirected;1
51;63;Undirected;1
51;19;Undirected;1
343;63;Undirected;1
343;19;Undirected;1
43;195;Undirected;1
151;143;Undirected;1
151;201;Undirected;1
143;96;Undirected;1
143;201;Undirected;1
2;201;Undirected;1
96;201;Undirected;1
17;151;Undirected;1
17;68;Undirected;1
151;68;Undirected;1
51;53;Undirected;1
53;2;Undirected;1
163;195;Undirected;1
